"product_id","product_title","star_rating","review_date","review_headline","review_body","helpful_votes"
"B00TDENEPC","Razer Blade RZ09-01301E22-R3U1 14-Inch Gaming Laptop","5","2015-07-18","This is pretty much the little brother of the 17 in blade","First off. Very expensive BUT this is an outstanding laptop. This is pretty much the little brother of the 17 in blade. On light use it lasted me 5 hours and 17 minutes aprox. Only disappointment about it is no Ethernet but you can't fit one with such a slim laptop. You could also always just get a usb to Ethernet. The laptop is a finger print magnet but it's easy to clean off. Just get some water and damp a cloth and wipe away. The buttons are plastic but are really nice and have a nice tactile feel. There also quiet but not to quiet. I 100% recommend this laptop. Gamers and photo editors be sure to put this in your wish list because you will never regret it. Feel free to ask me questions!","1"
"B00TQMLE30","ASUS G751JY 17.3-inch i7-4860HQ 32GB 500GB SSD + 2TB HDD NVIDIA GTX 980M 4GB Full HD Blu-Ray Windows 8.1 Gaming Laptop C","5","2015-07-19","Omg Awsome laptop !","The laptop was everything i hoped it would be and so much more it runs all the latest games at very high frame rates ,runs all my games in ultra settings no problem ,  I'm currently playing bf4 on ultra settings getting 80-150 fps on average and it looks and runs so smoothly this computer is well worth the money it's lightning fast and runs and feels like a $3,000.00 laptop my only drawback is that the laptop is abit heavy so I don't see myself taking it out of the house much, but it's all good this laptop is a Beast !!  get it if you can,  you won't be sorry 😃","1"
"B00WJSQREY","Acer Aspire V17 Nitro Black Edition VN7-791G-76Z8 17.3-Inch Full HD (1920 x 1080) Gaming Laptop","2","2015-07-21","Everything is here... except a functional trackpad","I loved everything about this computer except the faulty touchpad.  The first time around, the touchpad decided to freeze entirely on me.  Toggling with Fn+F7 didn't help, nor did rebooting or reinstalling the drivers.  Acer instructed me to perform a factory reset on the computer which restored partial functionality to the touchpad, but it still struggled to register right-clicks consistently.  I finally decided that it wasn't worth fighting with my computer over something so simple—especially after paying $1,000— so I returned the laptop.  It's a shame, because everything else about the Acer V17 is great: the screen is crisp and bright; the keyboard is comfortable and responsive; the sound is leagues above my old laptop; the whole thing is absolutely beautiful to look at with its clean lines and backlit keyboard.  Unfortunately, the touchpad was a dealbreaker.  I hope future purchasers will be luckier than I was.","4"
"B00SIJG8PQ","Alienware 13 ANW13-8636SLV - 13.3"" Touchscreen Gaming Laptop - Intel Core i7 Broadwell / 16GB RAM / 512GB SSD / NVIDIA GeForce GTX 860M / Windows 8.1 / Wi-Fi / Webcam [Discontinued By Manufacturer]","1","2015-07-21","This is the worst laptop I have ever had","This is the worst laptop I have ever had. For a 13.3 inch laptop it sucks at performing. The screen is nice and crisp and has a amazing resolution but the performance is garbage. I had so many problems with this laptop and called over 20 times and the people at tech support are complete idiots! They have no idea what they are doing and usually act like they are reviewing information when they are looking up how to solve it online! This is also a horrible price for this model. The newest Alienware laptop is the same price and it has a better graphics card. But I would highly reccomend to stay away from a 13.3 inch laptop because the cpu will most likely be only a dual core with a bad speed. Please save yourself some money and buy another product. This is overpriced I highly recommend staying away!   Note:At the time when buying this computer I didn't know much about them. (Probably like most people looking at computers) But once learning about them I learn this was a overpriced piece of junk computer.  PLEASE DO NOT BUY","1"
"B00YR6BI04","ASUS G751JY 17-Inch Gaming Laptop [2014 model]","5","2015-07-22","Simply the best gaming laptop out there","There were several versions of the Asus G751JY, but I decided since I was going to spend a good chunk of change, I might as well purchase the one with the highest specs out there. There are several competitors out there including Alienware, MSI, Origin, Lenovo, Toshiba, etc, but I have good reasons to stick with the pros at Asus. The most important thing in a gaming laptop or any high spec laptop would be the cooling. Without proper cooling, you end up with a loud and unreliable machine. Investing thousands in a laptop means I expected the best cooling system in the world. Asus included dual copper heat sinks with dual fans that sucks in air from the sides through the ports and pushes that air through the rear vents. The machine stays very quiet and cool, even under intense loads.  Another appealing aspect of this laptop is the simple, yet unique design that blends beauty and attitude all in one package. It looks serious due to the black matte surfaces, but it shows its beautiful seamless design in the metallic red painted rear vents, red lighted Republic of Gamers logo on the cover and the user adjustable red glowing keyboard. The materials used are high quality, starting with the metal trim on the cover that sweeps to the bottom of the laptop and ending with the matte plastic throughout the laptop. The metal trim, matte plastic and hard plastic are all very well constructed together. In my opinion, this laptop is far more beautiful than any overrated, overpriced Apple MACs.  The specs are overkill, but that's a good thing because it means it will stay relevant 3 years down the road. The parts inside are also of high quality, made by companies known for longevity and high specs. Being an IT Professional, the first thing I did was research the manufacturers of each component by using software and by opening the user serviceable panel on the bottom of the laptop. The CPU of course is made by Intel. The GPU is the famous Nvidia GeForce GTX 980M, which is the first mobile chip to rival desktop chips. The motherboard is made by Asus, which is a good thing because they are known as the world leader in motherboards. The 512GB SSDs (2x256GB) are made by Samsung, which is another win for consumers, because Samsung makes the world's fastest and most reliable SSDs. The RAM is made by Samsung as well, which is not world leading class, but quite decent. I decided to upgrade the laptop without voiding the warranty, so I removed 2 Samsung RAM sticks and put in 2 G.Skill gaming grade RAM sticks. I also took out the 1TD HDD and replaced it with a Samsung 2TB EVO 850 SSD for extra storage. Expensive, yes, but now I have a laptop that is awesome sick.  With the world's best cooling system, monster specs, Asus reliability and beautiful design, this laptop will surpass demanding expectations. It is built to last, comfortable to use and attractive to look at. The only negative aspect of this laptop lies on its non-removable battery. Batteries tend to lose its capacity after 3 years of use so this means you will have to send it in for service instead of just popping in another battery. Other than this small annoyance, this laptop is perfect and ready to dominate the world. Seriously, no other gaming laptop even comes close to the quality and thoughtfulness Asus has put into making this product.","41"
"B00K6ZIO2K","Lenovo Y50 59418222 16-Inch Gaming Laptop (2.8 GHz Intel Core i5-4200H Processor, 8 GB RAM, 1TB HDD, Windows 8.1) Black","5","2015-07-23","Great laptop for anything you need","I'm completely satisfied with this laptop. It completely replaced my old laptop as I use this for work (software development) as well as different gaming sessions. It may not run the latest games at the higher settings, but at least I wasn't expecting for it to be *that* good, and that's why it is my on-the-go replacement for my gaming desktop. Have not experienced a single issue with this laptop, and I use it pretty much all day, every single day.","0"
"B00T7XRGGC","ASUS K501UX 15-inch Gaming Laptop (Intel Core i7 Processor, 8GB RAM, 256GB SSD Hard Drive, Windows 10 (64 bit)), Black/Silver Metal","5","2015-07-23","I didn't know you could get a gaming laptop this good, especially at this price point.  This thing rocks!","I purchased this mostly to have a computer to take down south for our winter migration to warmer climates...but also for short trips and as a laptop while I recover from shoulder surgery.  My home computer is a gaming system...now almost five years old but it still plays the games I'm hooked on pretty well.  (primarily Arma 3 and similar) .  I have to say, this laptop is a real power house and I didn't know Arma 3 could look so good (Mostly Ultra and some high settings)  ...and at 60 FPS.  It's very light weight for a laptop, and quiet.  It stands up to all the reviews and benchmarks I've read and watched on YouTube.  My only gripe is that it currently comes with Windows 8.1... I'm used to Widows 7 and would still be my choice of OS if I built a computer from scratch.  This is the first commercial pre built computer I've had since the Adam.  LOL.  Back to Windows...It's about to get rectified in a few short days with the  Windows 10 download.  I'll be happy once I have my familiar start menu back.  ...now back to this computer.  I would highly recommend it to anyone who wants an affordable gaming laptop that can push the limits.  It will also handle video editing, Photoshop, and other such programs with no problems.  It took me a while to figure out how to set up the SSD and HDD  to do what I wanted...but once I found that (google / youtube) all is perfect with the world.  I'm really glad I went the few extra bucks and went for the DS74 rather than the DS 71.  It is well worth the difference in price.","0"
"B00K6ZIFFG","Lenovo Y50 15.6-Inch Touchscreen Gaming Laptop PC (Intel Core i7 2.4 GHz, 8GB DDR3 RAM, 1TB Hard Drive, Windows 8.1) - 59426255","1","2015-07-24","DON'T BUY","This model has a manufacturing defect, the left hinge breaks apart for most of the people, DO NOT consider buying a touch screen laptop with the &#34;gaming&#34; configuration because it will have the same problem regardless of the manufacturing company/model","8"
"B00WMCUHCA","Laptop Cooling Pad, iKross 15 - 17inch Powerful Gaming Laptop Cooling Pad with Four 140mm Fan at 12000RPM","4","2015-07-24","Laptop Cooling","Fans do not move a lot of air for having 4 of them on this cooling pad, but being propped up and having the air flow certainly helps a gaming laptop. The design is cool, the LED lights are cool, and the laptop sits very nicely on this pad. I gave 4 stars because I would hoping for a little for out of the fans, however I will be keeping this as it does perform well enough for the price.","0"
"B00X5X2MW8","HP OMEN 15.6 Inch Touchscreen Gaming Laptop (Intel Core i7, 8 GB, 256 GB SSD, Black) NVIDIA GeForce GTX 960M","5","2015-07-25","Omen made me a believer!","Got it 2 days ago. I only play WoW and previously owned Alienware m15x, and every generation of MacBook Pro. I love Alienware but time is changing. Until they make serious design changes I just can't see myself lug it around anymore. Everyone is making sleek laptops and get with the program. I am a frequent traveler and do a lot of gaming in hotel rooms and Starbucks. Still love the MacBook Pro and will keep it. But it's sad a $2500 laptop cannot play WoW at high resolution? When Omen first came out, I was drawn to the design, but discouraged by the lukewarm reviews. I saw this UPDATED VERSION at Best Buy and fell in love. Of course they don't have it in stock. They promised to order it for me as a favor. Amazon dropped it off at my door next day 😜.<br /><br />Display 9/10<br />Processor 9/10<br />Graphic Card 8/10<br />Design 10/10<br />Weight 8/10<br /><br />So let's say I can play u WoW on ultra at 50-90 FPS. So I suspect this will keep up for 3 years. The screen is a beautiful piece of black glass, perfect in every way except not as bright as Mac but better than Alienware, thus not a 10 in my book. 1080p is the sweet spot because anything higher means you have to lower the graphic setting on games, so what's the point if it's a gaming laptop? I compared processors with similar priced laptop on Amamzon, this is better than MSI G60 Ghost pro and Asus Nitro. So that is pretty much the tie breaker for me. The card, GTX 960M. I was a little worried because it's &#34;mid range&#34; gaming card. So far it serves my purpose but it may be problem if you plan to keep this computer for more than 3 years. They keyboard feels OK. I don't plan to type on it much so I can't tell you. The lighting on keys and computer itself is ho hum if you are used to Mac and Alienware. It's neither bright nor vibrant. And come on HP no lit logo on the lid for gaming laptop!!!???? Put your Omen logo and light it up with pride!<br /><br />Well overall this makes me very happy! I remember getting my $1500 Alienware and realize it could not play WoW on Ultra and I almost died. And next version of MacBook Pro has some bargain basement graphic card. So I can say I can play WoW on ultra even during raids without any frame rate stutter.tting my $1500 Alienware and realize it could not play WoW on Ultra and I almost died. And next version of MacBook Pro has some bargain basement graphic card. So I can say I can play WoW on ultra even during raids without any frame rate stutter.","17"
"B00T7XRH2A","ASUS K501UX 15-inch Gaming Laptop (Intel Core i7 Processor, 8GB RAM, 256GB SSD Hard Drive, Windows 10 (64 bit)), Black/Silver Metal","5","2015-07-25","playing a game from steam and listening to music in the background and it ran it like a champ","It is well worth the money and you will not regret buying this laptop at all. I was on skype while using editing software, playing a game from steam and listening to music in the background and it ran it like a champ. I do more editing of videos than gaming and I havent had any slow down issues or anything. Great Buy","0"
"B00LHJR542","Dell Inspiron 17R 7000 17.3-Inch Touchscreen Gaming Laptop (Intel i7-5500U 2.4GHz Processor, 16GB DDR3 Memory, 1TB Hybrid Hard Drive, 2GB Nvidia GT845M Graphics Window 8.1) Silver","5","2015-07-27","great computer very fast great screen recommended buy only wish ...","great computer very fast great screen recommended buy only wish you could change the back light of the key board to other than white so you could see the keys better but if you want windows 10 please wait its been nothing but trouble trying to update this computer its tried 3 times and keeps getting the same error message it has software issues and i hate that about it.it takes hours to download and then wont install so buy windows 10 all ready installed please.","0"
"B00SIJGUVS","Alienware 17 ANW17-7493SLV 17.3-Inch Gaming Laptop","5","2015-07-27","Yup","The refurbished sticker on the bottom is the only reason I knew it wasn't new.","0"
"B00NVV2B98","ASUS ROG G751JT-WH71(WX) 17-Inch Gaming Laptop, Nvidia GeForce GTX 970M, 16 GB RAM, 1 TB HDD (Win 10 Version)","4","2015-07-27","Very Satisfied, No Complaints Yet!","Got mine today; went through and did all of the necessary updates and such, and couldn't be happier! As others have noted, the disc drive button activates far too easily and often, and the speakers scratch a little at certain frequencies (something I'm sure any audiophile could fix but I cannot). Complaints about flimsy construction couldn't be more inaccurate; its sturdy despite it's ridiculous weight. The fingerprints do stick on the matte plastic, but unless you are extremely obsessed with cleanliness they aren't very bothersome. The keyboard feels nice, good click and actuation force. The trackpad at first seemed annoyingly not slick, but after about five minutes of wear it works beautifully; shortcuts and all. It has two mechanical buttons as well, a godsend in these days of trackpad-integrated buttons (eugh). The display is absolutely GORGEOUS, wide viewing angles is very accurate, both horizontally and vertically. The brightness is astounding (not sure, but I believe I was told 300 nits); I went out at full brightness and angled the glare directly at the sun and it was still visible (with only a slight squint necessary, which I can thank the matte display for). As for games; Skyrim Legendary Edition with the High Res textures ran beautifully at 49FPS in windowed mode (have yet to test full screen, but I imagine there would be a difference). The laptop ran cool with everything I threw at it except (oddly enough) minecraft, which heated it up dramatically but not to the point of discomfort. no issues with the USB's as others have suggested. Charging brick is a brick, but it's an effective brick, so it's fine (though it weighs about the same as the darn laptop). Will update if anything changes, but so far no issues at all, VERY happy with my purchase ^-^","0"
"B00INTBQDA","Laptop Sleeve Bag, Evecase Ultra-Slim Neoprene Padded Sleeve Case Bag w/ Accessory Pocket for Laptop / Gaming Laptop / Notebook / Ultrabook / Chromebook","5","2015-07-28","Five Stars","The case was perfect.. everything I needed..","0"
"B00WMCUHCA","Laptop Cooling Pad, iKross 15 - 17inch Powerful Gaming Laptop Cooling Pad with Four 140mm Fan at 12000RPM","4","2015-07-29","does a great job.","Quiet, powerful, does a great job.","0"
"B00YR6BI04","ASUS G751JY 17-Inch Gaming Laptop [2014 model]","5","2015-07-30","GREAT DESKTOP REPLACEMENT!","A little heavy but a great laptop.  Purchased as a desktop replacement and very happy I did.","2"
"B00TI6TASK","MSI GE Series GE70 Apache Pro-681 17.3-Inch Gaming Laptop (Aluminum Black)","5","2015-07-31","Perfect for gaming","Everything needed to seamlessly play games such as resident evil 6, fallout new vegas, and skyrim.","1"
"B00NWE9RPA","Asus ROG G751JY 17.3-Inch Gaming Laptop (Intel Core i7 4860H, 4 GB DDR3, 1TB HDD 7200 SSD With 256 GB RPM)","5","2015-07-31","Looks good work great I will recommend the Asus to anyone ...","Looks good work great I will recommend the Asus to anyone and it is light for its SIZE. GREAT Buy.","1"
"B00TI6TASK","MSI GE Series GE70 Apache Pro-681 17.3-Inch Gaming Laptop (Aluminum Black)","5","2015-07-31","Five Stars","Great performance at a good price.","1"
"B00TI6TASK","MSI GE Series GE70 Apache Pro-681 17.3-Inch Gaming Laptop (Aluminum Black)","2","2015-08-01","Disappointed","I bought this laptop in June 2015. This PC never keeps the correct time and the CPU that is described in the info is actually not correct one, as another commenter described. This is the first time I've bought a gaming laptop and I have to say I'm kinda disappointed in it. The last couple of days I've actually had a problem with wifi not connecting... I don't know if it's Windows 8 or the laptop.. I've had a Sony laptop for 5 yrs, it still works fine and I never had any problems with it.","1"
"B00YR6BNVS","ASUS G751JY 17-Inch Gaming Laptop [2014 model]","5","2015-08-02","Five Stars","I really like this laptop everything has been great so far and the quality is awesome.","0"
"B00WMCUHCA","Laptop Cooling Pad, iKross 15 - 17inch Powerful Gaming Laptop Cooling Pad with Four 140mm Fan at 12000RPM","5","2015-08-03","This fan works great and as an added bonus","I had a laptop that got really hot. This fan works great and as an added bonus, it is quiet!","0"
"B00NWE9RPA","Asus ROG G751JY 17.3-Inch Gaming Laptop (Intel Core i7 4860H, 4 GB DDR3, 1TB HDD 7200 SSD With 256 GB RPM)","5","2015-08-04","Five Stars","Nice fast computer.","1"
"B00OBA5AMI","ASUS ROG 15.6"" Gaming Laptop w/ GeForce GTX860M 2GB GDDR5 and Optimus Technology","5","2015-08-04","It performs great, and plays games well as well","I bought this laptop for my wife to use primarily at home for running our web design business. It performs great, and plays games well as well. I am very satisfied with all ASUS products I've purchased over the past years. I also plan to suggest them to friends and family in the future.","0"
"B00TI6TAHQ","MSI GP Series GP70 Leopard-490 17.3-Inch Gaming Laptop (Black)","5","2015-08-04","Five Stars","I really love this gaming laptop<br />Its soo light :D","0"
"B00UOYQ0YW","ASUS G501JW 15-Inch Gaming Laptop [2014 model]","1","2015-08-05","4k is awful","The screen is completely useless and is just a hinderance on numerous programs. It doesn't even look that good and basically just messes up the start up sequences of many programs. I highly suggest to never get a computer with 4k for at least another two years, the world has not reached 4k as the mainstream resolution","1"
"B00ZUPO7A4","ASUS G751JT 17-Inch Gaming Laptop [2014 model]","4","2015-08-05","Almost perfect","HUGE machine, but very quiet, fast and powerful.  I've only had it a few hours but it's a great machine.  BUT - McAfee?  Are you kidding me?  Oh yuck.  I mean, I get that companies are going to put needless bloatware on machines, but Asus should really be ashamed of themselves for using McAfee.  It's a virus protection that is, itself, a virus.","9"
"B00OBQ5950","ASUS G751JT 17-Inch Gaming Laptop [2014 model]","5","2015-08-07","Super Sweet Laptop!","I Love this Laptop, so glad I researched and found what I was looking for.  This thing Rocks!  Get One and you will Love it!","0"
"B009M2XB3U","ASUS Republic of Gamers G75VW 17.3-Inch Gaming Laptop","5","2015-08-08","ASUS = quality","Two years later and it still performs beautifully.","1"
"B00T7XRGGC","ASUS K501UX 15-inch Gaming Laptop (Intel Core i7 Processor, 8GB RAM, 256GB SSD Hard Drive, Windows 10 (64 bit)), Black/Silver Metal","1","2015-08-10","Aptio Setup Utility Loop of Death","Exactly one month after I got this laptop, it stopped working. I've searched high and low, but no solution could get me out of the aptio setup ultility loop. Don't buy this miserable excuse for a laptop. I'm just lucky my old laptop is vaguely working enough to warn people. I lost a ton of work due to this, and all I want to do at this point is punch a hole through this laptop","2"
"B00T7EXKLG","ASUS G751JL 17-Inch Gaming Laptop [2014 model]","5","2015-08-11","Amazing!!!!!!!!","Love this laptop it is amazing","0"
"B00WMCUHCA","Laptop Cooling Pad, iKross 15 - 17inch Powerful Gaming Laptop Cooling Pad with Four 140mm Fan at 12000RPM","5","2015-08-11","Five Stars","Works great! Although I have gotten it a long time ago it's still running strong!","0"
"B00K6ZIFFG","Lenovo Y50 15.6-Inch Touchscreen Gaming Laptop PC (Intel Core i7 2.4 GHz, 8GB DDR3 RAM, 1TB Hard Drive, Windows 8.1) - 59426255","5","2015-08-11","Great","I can't stop playing games and using autodesk maya. Great!","0"
"B00TUEOTJK","CUK MSI GE62 Apache 15.6-Inch i7-5700HQ 16GB RAM 1TB 7200rpm HDD NVIDIA GTX 960M 2GB Windows 10 Full HD Gaming Laptop","4","2015-08-12","this laptop is great. it's lightweight and packed with features","this laptop is great. it's lightweight and packed with features.<br />pros:<br />-keyboard feels amazing and the rgb feature is quite nice, very impressed.<br />-sound is above average for a laptop.<br />-TN panel is also quite good, the viewing angles are impressive.<br />-feels sturdy<br />-great ventilation, the exhaust in the back is exactly what you'd want in a &#34;gaming&#34; laptop<br />-stays relatively cool<br />-the system is powerful, while the 960m is of course not the greatest gpu, but it still feels like i got what i payed for and i can play most titles on high.<br />-plenty of room for expansion inside.<br />-it is a light machine and quite trim.<br /><br />cons<br />-manufacturer warranty sticker replaced with a large, and in my opinion, unsightly sticker by the reseller.<br />-i don't care about streaming, msi. and i think most others will agree. the processor is a bit overkill for the gpu you're getting. wish they'd have the option for an i5 + 965m or even a 970m for about the same price.<br />-2gb vram on the gpu. there are plenty of lenovo and asus models that offer 4gb 960m, why put so much emphasis on the cpu and skimp on the gpu with a &#34;gaming notebook&#34;?<br />-bloatware, a lot of really annoying stuff was popping up on my screen when i first got my hands on this laptop. not to mention norton anti-virus which i immediately removed. before i made the upgrade to windows 10, the laptop was running at 100% disk usage non-stop. with windows 10 and a few updates, i have fixed the problem for now. will be doing a fresh windows install once i put a samsung ssd in there, i suggest every do the same!<br />-trackpad. it's a bit annoying and does random things on its own at times. like change the size of my desktop icons. also feels &#34;lumpy&#34;, not sure what's under there but it feels like something is bulging through. the brushed metal was also a poor choice for material on the trackpad because it has resistance moving side to side, not up and down.<br /><br />summary:<br />after doing a ton of research on notebooks with gaming capabilities, i decided this model was best for the 1000-1100 price range. i can recommend this to anyone looking for a notebook with &#34;just enough&#34; power for games, i'd also say it's damn near perfect compared to what other brands have to offer in this price range, the bells and whistles (rgb keyboard and decent sound) included on this thing can't be touched by asus or lenovo.","4"
"B00T7EXKLG","ASUS G751JL 17-Inch Gaming Laptop [2014 model]","5","2015-08-12","Still best gamers...","What a gaming machine!","0"
"B00YHU67UG","CUK MSI GT80 Titan 18.4-inch i7-6820HK 32GB 2 x 128GB SSD + 1TB HDD NVIDIA GTX 980M SLI 16GB Full HD Windows 10 Gaming Laptop Computer","5","2015-08-13","Boom Goes The Dynamite","This thing is heavy and powerful.  Worth it if you have the money to drop.  MSi guarantees the graphics card slots to be compatible with the next 3 generations of graphics cards.  First time I have ever complemented a laptop on upgrade ability.  $$$$$ now but 3 years and you can upgrade to new graphics cards and now you have a life of 6-7 years as a top tier gaming rig. So go cheap now and then have to repurchase again or look to the future.  Its all about cash in hand.","38"
"B00TUEP66K","CUK MSI GE62 Apache 15.6-Inch Gaming Laptop (i7-5700HQ 16GB 256GB SSD 1TB 7200rpm HDD NVIDIA GTX 960M 2GB Windows 10)","4","2015-08-14","Battery is really bad","The build quality is so as good as I expected. However the screen, sound and keyboard are good. The battery is so bad that I almost returned the laptop. Here is my review. https://cambraiathestudent.wordpress.com/","1"
"B00T7XRH2A","ASUS K501UX 15-inch Gaming Laptop (Intel Core i7 Processor, 8GB RAM, 256GB SSD Hard Drive, Windows 10 (64 bit)), Black/Silver Metal","4","2015-08-14","Thumbs up from this graphic artist","Love it! I am a graphic designer/illustrator and my travel laptop was on its last leg. Didn't want an HP because the last two I've had the hard drive wore out because of overheating. Found this Asus at a great price and it runs all my Adobe programs beautifully. Reason I gave it 4 (4.5 would be better) stars is because of the screen. Not as nice as my iMac, I feel like it dulls the colors a bit and I don't like whatever anti glare coating they have on it but it's nothing most people would likely notice or care about.  Still works great for my needs!","0"
"B00EZ8BJNK","ASUS ROG G750JH 17-Inch Gaming Laptop [OLD VERSION]","5","2015-08-14","Love it!","Absolutely love it! Use it for gaming and shcool. Runs real smooth all the time. Had it for a year and a half now and no problems. Using the ssd for my OS and boot up is like 2 secs! Definitely recommend","0"
"B00TI6TAJ4","MSI GP Series GP60 Leopard Pro-825 15.6-Inch Gaming Laptop Black","4","2015-08-15","Recommend MSI!","Excellent laptop! Highly recommend MSI.","0"
"B00TI6TASK","MSI GE Series GE70 Apache Pro-681 17.3-Inch Gaming Laptop (Aluminum Black)","5","2015-08-16","easy upgrade to windows 10","So far, I don’t have any problem with this system, easy upgrade to windows 10, the specs are what you expect from a gaming rig from this budget, may be the fan is a bit lousy but is okay if you use headset or speakers is not unbearable. The keyboard is fantastic, I like a lot the color and customizable software that it has, may be what I recommend is to buy a mSSD, because the hard that it come with doesn’t sustain a good experience if you have already a system with one.","0"
"B00YEYID8Y","CUK MSI GT72 Dominator 17.3-inch Intel 6th Gen 16GB 128GB SSD + 2TB HDD NVIDIA GTX 970M 3GB Windows 10 Full HD Non G-Sync Gaming Laptop Computer","5","2015-08-16","Great platform. Was worried about getting it shipped too ...","Great platform. Was worried about getting it shipped too me in Afghanistan in one peice made it here well packed. Fast, great graphics, and sound. Very happy with the purchase.","1"
"B00T7XRH2A","ASUS K501UX 15-inch Gaming Laptop (Intel Core i7 Processor, 8GB RAM, 256GB SSD Hard Drive, Windows 10 (64 bit)), Black/Silver Metal","5","2015-08-17","Five Stars","very good product and time to deivering","0"
"B00RV7Z1Q8","MSI GS60 GHOST-265 15.6-Inch Gaming Laptop","5","2015-08-17","Fast and affordable","I have a Dell M4800 with similar specs and this MIS cost about $800 less and is just as fast when using Inventor 2016.  I would recommend this laptop to anyone.","0"
"B00ZZ4HF3Q","2015 Newest Lenovo Y40-80 Gaming Laptop / 14 in 1080P Display / 4GB AMD Radeon R9 M275 Graphics / i7-5500U / 8GB / 512GB SSD / No Optical Drive / HDMI / WiFi / Webcam / Bluetooth / Windows 8.1 / Black","3","2015-08-17","I did not and it did not make a good impression in a work meeting","This comes equipped with more junk than you can imagine.  Plan on spending some serious time cleaning it up.  I did not and it did not make a good impression in a work meeting.","0"
"B00WJSQRNK","Acer Aspire V15 Nitro Black Edition VN7-591G-70RT 15.6-Inch Full HD (1920 x 1080) Gaming Laptop","5","2015-08-18","Five Stars","Kids like it.","0"
"B00SIJGUVS","Alienware 17 ANW17-7493SLV 17.3-Inch Gaming Laptop","5","2015-08-18","awesome machine easy upgraded to win10","Got this monster on Amazon's birthday, awesome machine easy upgraded to win10. Super easy support provided by Dell, called to replace the 180w power adapter.","0"
"B00XXYZVD6","Laptop Sleeve Bag, Evecase Ultra-Slim Neoprene Padded Sleeve Case Bag w/ Accessory Pocket for Laptop / Gaming Laptop / Notebook / Ultrabook / Chromebook","5","2015-08-18","Nice Protection","A nice trim line case. It was too big for my 12 1/2&#34; computer so I sold it to a co-worker. They are very happy with it.","0"
"B00T7XRH2A","ASUS K501UX 15-inch Gaming Laptop (Intel Core i7 Processor, 8GB RAM, 256GB SSD Hard Drive, Windows 10 (64 bit)), Black/Silver Metal","5","2015-08-19","Will surprise you","Bought it as a temporary replacement, loving it so much I feel as though the temporary part had become unneeded","0"
"B00Z38YCDK","Optimum Orbis Ac Adapter for ASUS ROG G760JH-DB71 G750JH-CV090H G750JH-T4053H G750JH-T4070H G750JH-T4180H G750JH-QS71-CB G750JH-DB72-CA G750JH-DS73-CA G750JH-DB72 G750JH-DB71 Gaming Laptop Notebook PC Power Supply","5","2015-08-20","Lifesaver","Showed up on time and works great, can't ask for more, considering these size chargers are rare.","0"
"B00INTBNVA","Laptop Sleeve Bag, Evecase Ultra-Slim Neoprene Padded Sleeve Case Bag w/ Accessory Pocket for Laptop / Gaming Laptop / Notebook / Ultrabook / Chromebook","5","2015-08-21","Happy ...","The service was great ... The padded bag is great and just as I ordered. Strong workmanship ..Very Happy with my purchase.","0"
"B00SIJG8PQ","Alienware 13 ANW13-8636SLV - 13.3"" Touchscreen Gaming Laptop - Intel Core i7 Broadwell / 16GB RAM / 512GB SSD / NVIDIA GeForce GTX 860M / Windows 8.1 / Wi-Fi / Webcam [Discontinued By Manufacturer]","5","2015-08-21","Five Stars","AWESOME!","0"
"B00T7EXKLG","ASUS G751JL 17-Inch Gaming Laptop [2014 model]","5","2015-08-21","Five Stars","Great leptop","0"
"B00T7XRGGC","ASUS K501UX 15-inch Gaming Laptop (Intel Core i7 Processor, 8GB RAM, 256GB SSD Hard Drive, Windows 10 (64 bit)), Black/Silver Metal","5","2015-08-22","But this computer is just too AWESOME not too","I don't usually write reviews , But this computer is just too AWESOME not too. Boot up is slicker than  a greased pig. Power on too lock screen in about 15 seconds. Upgraded to windows without a hitch. Plays every FPS game that I throw at it with no lag at all.Graphics are superior to any other laptop I've played on. High end gaming laptop with a doable price.","2"
"B00T7XRH2A","ASUS K501UX 15-inch Gaming Laptop (Intel Core i7 Processor, 8GB RAM, 256GB SSD Hard Drive, Windows 10 (64 bit)), Black/Silver Metal","4","2015-08-22","Fun times","I would give it a 5 but I've only had it a day. Runs super fast and I have video settings on max/ultra on wow, eve, D3 and civ 5 all run great!<br /><br />Office runs great too all around good investment.<br /><br />I bought the one without the ssd 7200 rpm is just fine","0"
"B00MCJQ6MI","Lenovo Y70 17.3-Inch Touchscreen Gaming Laptop PC (Intel Core i7 2.5GHz, 8GB DDR3 RAM, 1TB Hard Drive, External DVDRW, Windows 8.1) - 80DU0033US","5","2015-08-23","Five Stars","Great product.","0"
"B0105JD1HE","Acer Aspire E5 17.3 Full HD Gaming Laptop","5","2015-08-24","Great laptop for the","Right what I was expected. Great laptop for the price","0"
"B012BSDFK0","Razer Blade 14"" QHD+ Touchscreen Gaming Laptop 512GB with NVIDIA GeForce GTX 970M graphics-Windows 10","5","2015-08-26","The Macbook Pro alternative that you've been looking for!","If you are looking for a Windows / PC alternative to the Macbook Pro this is it! Prior to getting the Razor Blade I had used a Macbook Pro and used Bootcamp to also run Windows when needed. It worked at the time, but now there are no more compromises. This has everything and MORE than the current Macbook Pro at essentially the same (or less!).<br /><br />No bloatware installed either... I don't actually intend to use this for games at all. I do graphic design and video editing and this guy is a dream to use. Battery life is really the only drawback","2"
