artist_name,album_name,album_release_date,album_popularity,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,track_popularity,artist_popularity,artist_num_followers,artist_genres
Le Galaxie,Laserdisc Nights 2,6/10/2011,7,0.561,0.719181818,-8.452545455,0.046427273,0.088853873,0.582763636,0.190845455,0.427290909,136.3553636,227881.2727,3.727272727,27,6058,irish indie
Norman Cook,"All Star Breakbeats, Vol. 1 (For DJs, Mixers and Rappers: 11 Killer Loops and Breaks + 50 Samples and Scratches)",8/2/1990,7,0.17302,0.390222,-15.15858,0.015104,0.365421301,0.319704541,0.037812,0.111274,25.51584,45198.64,0.72,27,1300,big beat
Lloyd Cole,ETC,5/26/2006,7,0.533214286,0.581428571,-9.213857143,0.031814286,0.476928571,0.172379129,0.145035714,0.525528571,105.8266429,160001.7857,3.357142857,29,15629,
Della Reese,Give It To God,1/1/2006,7,0.562875,0.53325,-7.9606875,0.13151875,0.526125,0.000269577,0.1640125,0.31745,109.58675,275295.875,2.375,30,7450,"cabaret, christmas, vocal jazz"
Lucie Bílá,Bílé Vánoce Lucie Bílé II,10/27/2017,7,0.463538462,0.453615385,-8.568846154,0.038207692,0.736307692,3.62E-06,0.130946154,0.375461538,108.3827692,204825.5385,3.461538462,30,3526,"classic czech pop, czech folk, czech pop, slovak pop"
Tony Hadley,The Christmas Album,11/18/2016,7,0.511666667,0.573944444,-5.352666667,0.036616667,0.377633333,0.000149693,0.164911111,0.403177778,111.6157778,185897.7778,2.277777778,30,2383,
Sam Bailey,Mr Dancehall,9/14/2007,7,0.842076923,0.477538462,-10.22007692,0.083992308,0.090746923,0.022136682,0.079423077,0.748461538,101.2580769,230793.8462,3.384615385,31,34250,
Neal Schon,So U,5/20/2014,7,0.390666667,0.802111111,-6.603444444,0.061822222,0.007501389,0.195262389,0.212711111,0.309722222,106.7254444,333103.8889,4.666666667,32,8048,instrumental rock
Erika Jayne,Party People (Ignite the World) - The Remixes Part 1,11/15/2011,7,0.758666667,0.829777778,-5.930777778,0.0829,0.001239333,0.325822222,0.352277778,0.451788889,128.2247778,422018,3.777777778,34,14878,strut
George Thorogood,30th Anniversary Tour: Live,1/1/2004,7,0.387692308,0.903384615,-0.920846154,0.064176923,0.032794538,0.000902351,0.884692308,0.614153846,147.2795385,340885,3.307692308,34,59501,"blues-rock, classic rock, southern rock"
Glenn Hughes,The Way It Is,3/1/1999,7,0.549916667,0.796583333,-6.397166667,0.070291667,0.084649583,0.003126282,0.182183333,0.50575,123.1258333,278479.9167,3.583333333,35,21884,"album rock, hard rock, modern hard rock, rock"
Glenn Hughes,Addiction,6/10/1996,7,0.4622,0.7686,-7.4824,0.04039,0.0241889,0.000674666,0.22559,0.42996,132.2079,303153.3,3.8,35,21884,"album rock, hard rock, modern hard rock, rock"
Kraddy,Truth Has No Path,1/1/2004,7,0.555533333,0.63894,-10.54566667,0.108493333,0.459179333,0.632787065,0.273373333,0.382706667,118.6161333,274798.1333,2.8,35,32554,glitch hop
Barbara Mandrell,Country Masters: Just A Pickin,11/18/2005,7,0.543772727,0.449313636,-10.84595455,0.049177273,0.764272727,0.055944317,0.196486364,0.633954545,113.7598636,135322.0455,1.681818182,36,62041,"country, country gospel, nashville sound, traditional country"
Jack Ingram,Live At Adairs,1/1/1996,7,0.52725,0.588416667,-10.48583333,0.048141667,0.19854,0.000830395,0.718416667,0.581416667,133.34475,257827.9167,3.166666667,36,18192,"country road, deep texas country, outlaw country, texas country"
Paul Rodgers,& Friend Live At Montreux 1994,1/1/2011,7,0.309125,0.8970625,-6.6825,0.2009125,0.009495313,0.008362206,0.8514375,0.415125,123.0764375,284980.9375,2.5625,37,18776,"blues-rock, classic rock, electric blues, modern blues"
Roger Daltrey,As Long As I Have You,6/1/2018,7,0.464416667,0.614416667,-6.60025,0.04485,0.310251667,0.002474283,0.133058333,0.496333333,118.7239167,202208.9167,3.5,37,28283,art rock
Boy George,Classic Masters,1/1/2002,7,0.623916667,0.593583333,-12.15375,0.053341667,0.157814167,0.03510555,0.167233333,0.603916667,103.273,269513.3333,3.333333333,38,136156,"dance rock, new romantic, new wave pop"
Paola Turci,Giorni Di Rose,1/1/2010,7,0.584625,0.443875,-8.6455,0.0356,0.741875,0.00567275,0.12815,0.2876125,101.015,227025,5.5,38,38151,"classic italian pop, italian arena pop, italian pop"
Paola Turci,Tra I Fuochi In Mezzo Al Cielo,10/15/2006,7,0.5435,0.55223,-7.5659,0.03934,0.38629,0.080717457,0.1881,0.4494,116.3518,245787.9,3.9,38,38151,"classic italian pop, italian arena pop, italian pop"
Stefano Bollani,Sheik Yer Zappa,1/1/2014,7,0.493,0.405888889,-15.86044444,0.114066667,0.763555556,0.620293333,0.376111111,0.260344444,115.6678889,389444.5556,4.666666667,38,19329,italian jazz
Dave Stewart,The Ringmaster General,9/4/2012,7,0.491727273,0.620363636,-8.022181818,0.048136364,0.321801818,0.021917373,0.192863636,0.402781818,127.4600909,276801.5455,3.818181818,39,5684,
Jonathan Butler,More Than Friends,1/1/2011,7,0.683818182,0.521818182,-14.493,0.065272727,0.126109091,0.203654601,0.144454545,0.738363636,118.8361818,289230,3.454545455,39,17763,"smooth jazz, south african jazz"
Jonathan Butler,Source,10/10/2000,7,0.721357143,0.563071429,-7.871714286,0.050135714,0.291421429,0.041312954,0.241464286,0.671285714,110.9397143,237573.3571,2.571428571,39,17763,"smooth jazz, south african jazz"
Jonathan Butler,Head To Head,1/1/1994,7,0.618285714,0.455321429,-11.80428571,0.044035714,0.483864286,0.278357771,0.133078571,0.489807143,114.0069286,261742.6429,2.642857143,39,17763,"smooth jazz, south african jazz"
Jools Holland,Sunset Over London,11/1/1999,7,0.389411765,0.615764706,-8.658117647,0.078176471,0.25402,0.257510059,0.254252941,0.510894118,136.7078235,147458.5882,2.411764706,39,17303,boogie-woogie
Jools Holland,Lift The Lid,10/13/1997,7,0.478,0.802307692,-6.668692308,0.046169231,0.083392308,0.094584238,0.230838462,0.687384615,135.801,213846.1538,3.230769231,39,17303,boogie-woogie
Rick Wakeman,Live at The Maltings 1976,11/20/2015,7,0.317666667,0.782888889,-4.966777778,0.099622222,0.288777778,0.028050838,0.480222222,0.386622222,101.8962222,363720,4.444444444,40,64086,"album rock, art rock, canterbury scene, jazz fusion, progressive rock, symphonic rock"
Rick Wakeman,2000 A.D. Into the Future,9/1/2014,7,0.527555556,0.641333333,-11.37022222,0.033233333,0.1993,0.528922222,0.121588889,0.539666667,103.0801111,303168.8889,4.777777778,40,64086,"album rock, art rock, canterbury scene, jazz fusion, progressive rock, symphonic rock"
Rick Wakeman,Night Music,10/3/2014,7,0.364888889,0.334022222,-14.13177778,0.057888889,0.666111111,0.386111111,0.232444444,0.251333333,109.5955556,273152.6667,4.555555556,40,64086,"album rock, art rock, canterbury scene, jazz fusion, progressive rock, symphonic rock"
Rick Wakeman,Fields of Green,8/25/2014,7,0.5194,0.6991,-8.6056,0.03061,0.294238,0.19205565,0.17426,0.4279,127.0903,381642.7,3.6,40,64086,"album rock, art rock, canterbury scene, jazz fusion, progressive rock, symphonic rock"
Rick Wakeman,Country Airs,1/1/1992,7,0.2707,0.07617,-23.9535,0.04786,0.9677,0.8887,0.11092,0.12626,136.6904,229453.4,3.8,40,64086,"album rock, art rock, canterbury scene, jazz fusion, progressive rock, symphonic rock"
Rick Wakeman,The Grand Piano Tour,6/25/2007,7,0.209583333,0.28525,-17.10408333,0.036808333,0.978416667,0.874333333,0.162158333,0.23345,129.004,338370,3.416666667,40,64086,"album rock, art rock, canterbury scene, jazz fusion, progressive rock, symphonic rock"
Bernhard Brink,So oder so,1/1/2010,7,0.691466667,0.814333333,-7.1374,0.04402,0.175586667,3.85E-07,0.204206667,0.672933333,121.9334,212490.7333,2.666666667,41,14698,"classic schlager, discofox, schlager, volksmusik"
Eagles & Butterflies,Love,9/18/2015,7,0.7092,0.7412,-8.303,0.0454,0.0102248,0.27448,0.1729,0.3238,122.9964,425361,5.8,41,6524,"deep melodic euro house, tech house"
Pat Boone,Greatest Contemporary Christian Songs,4/6/2004,7,0.508454545,0.393545455,-13.97881818,0.030936364,0.334863636,0.011703271,0.151681818,0.327990909,128.3222727,214669,4.090909091,41,51199,"adult standards, brill building pop, christmas, deep adult standards, easy listening, lounge, nashville sound, rock-and-roll, rockabilly"
Arthur H,Piano Solo,1/1/2002,7,0.500294118,0.260058824,-18.39211765,0.205476471,0.894823529,0.110878403,0.740176471,0.304576471,123.2725294,242306.0588,2.352941176,42,22826,"chanson, french indie pop, french rock"
Luciano,Luciano at Ariwa,12/5/2014,7,0.776428571,0.495571429,-8.703,0.133628571,0.042558571,0.000843093,0.158271429,0.761714286,117.3804286,421870.5714,5.428571429,42,35795,"dancehall, lovers rock, reggae, reggae fusion, roots reggae"
Luciano,Deliverance: Mad Professor Dub Showcase,3/31/2014,7,0.754,0.531,-9.858133333,0.096306667,0.03761586,0.306797653,0.10604,0.6592,142.8515333,229827.6667,2.933333333,42,35795,"dancehall, lovers rock, reggae, reggae fusion, roots reggae"
Luciano,Zion Awake,11/4/2014,7,0.694545455,0.662363636,-5.801454545,0.105590909,0.284603636,3.72E-06,0.164990909,0.801636364,113.0159091,239397.5455,3.272727273,42,35795,"dancehall, lovers rock, reggae, reggae fusion, roots reggae"
Luciano,Warning,12/16/2016,7,0.705857143,0.627428571,-6.812714286,0.177057143,0.228,0,0.211314286,0.718571429,117.9845714,227845,5.142857143,42,35795,"dancehall, lovers rock, reggae, reggae fusion, roots reggae"
Luciano,Luciano Live,11/10/2009,7,0.5506875,0.462625,-10.2475625,0.08776875,0.11960625,0.007535752,0.31629375,0.482625,93.4968125,277255.125,2.3125,42,35795,"dancehall, lovers rock, reggae, reggae fusion, roots reggae"
Mary Black,Speaking With The Angel,3/7/2000,7,0.461583333,0.370666667,-11.15416667,0.0336,0.600389167,7.65E-05,0.150058333,0.377,126.4720833,253638.9167,3.416666667,42,18684,"celtic, irish folk"
Will Downing,"Christmas, Love And You",1/1/2004,7,0.5695,0.4683,-9.8939,0.05805,0.4811,0.000487182,0.16483,0.4295,93.1167,266183.9,3.9,42,78407,"funk, neo soul, new jack swing, quiet storm, smooth jazz, soul, urban contemporary"
Yoko Ono,Rising,10/26/1995,7,0.569846154,0.503938462,-12.623,0.061084615,0.287129154,0.181821282,0.118769231,0.388915385,127.7233077,273736.5385,3.230769231,42,38945,experimental
Yoko Ono,YOKOKIMTHURSTON,10/2/2012,7,0.336833333,0.32395,-18.96466667,0.11565,0.774833333,0.534833333,0.225,0.069283333,109.4658333,606422.3333,6.166666667,42,38945,experimental
Amanda Palmer,You Got Me Singing (Track By Track),7/15/2016,7,0.655909091,0.388,-13.72781818,0.457909091,0.813909091,0,0.217363636,0.557454545,97.33127273,91439.45455,3.727272727,43,76156,"anti-folk, cabaret, chamber pop, dark cabaret, folk-pop, piano rock, steampunk"
Anna Netrebko,In the Still of Night,1/1/2010,7,0.335454545,0.1199,-22.15177273,0.079204545,0.988590909,0.000880207,0.297222727,0.111268182,99.14731818,187913.4091,1.772727273,43,33823,"classical performance, classical soprano, opera, operatic pop"
Avishai Cohen,Devotion (Reissue),1/1/1999,7,0.4625,0.276685714,-18.47407143,0.049571429,0.766214286,0.6984293,0.111857143,0.423,103.3264286,263860.9286,2.857142857,43,77580,"contemporary jazz, jazz double bass, jazz fusion, jazz trumpet"
Nick Lowe,Quality Street - A Seasonal Selection for All the Family,10/27/2013,7,0.541916667,0.553333333,-10.72491667,0.060166667,0.425075,0.009580674,0.208491667,0.575916667,128.726,193162.25,3.083333333,43,40071,"alternative country, art rock, country rock, folk, folk rock, jangle pop, mellow gold, power pop, pub rock, roots rock, singer-songwriter"
Nino D'Angelo,A Nu Passo DA Città,5/23/1997,7,0.5919,0.4835,-11.3071,0.06048,0.5814,0.002005583,0.08021,0.54993,111.5274,253520,3.9,44,34069,"canzone napoletana, classic italian pop, italian pop"
Nino D'Angelo,Nu Jeans E Na Maglietta,12/11/2017,7,0.4653125,0.2712125,-17.1155,0.04593125,0.709125,0.001070465,0.171925,0.44101875,119.9634375,226811.5625,2,44,34069,"canzone napoletana, classic italian pop, italian pop"
Nino D'Angelo,"Raccolta di successi, vol. 3 (The Best of Nino DAngelo Collection)",12/12/2011,7,0.5225625,0.342,-15.2456875,0.0593,0.65448625,0.008319278,0.11205625,0.4435625,115.59725,197220.75,2,44,34069,"canzone napoletana, classic italian pop, italian pop"
Prides,A Mind Like the Tide - Part One,10/27/2017,7,0.537428571,0.622714286,-7.390285714,0.041442857,0.279721429,0.006034561,0.122457143,0.338042857,109.3325714,192084.1429,3.714285714,44,21437,indie anthem-folk
Rainhard Fendrich,Live - Schwerelos,10/23/1998,7,0.567,0.775823529,-8.225529412,0.134394118,0.528647059,0.014147832,0.971058824,0.524470588,135.6019412,251196.1176,2.764705882,44,24384,"austropop, classic schlager, liedermacher"
Rainhard Fendrich,Macho Macho,2/21/1994,7,0.6284375,0.726875,-9.320625,0.04595,0.3316125,0.001496856,0.5657625,0.6749375,131.96225,254219.1875,2.5625,44,24384,"austropop, classic schlager, liedermacher"
Rainhard Fendrich,Lieder mit Gefühl,9/22/1994,7,0.529055556,0.472722222,-11.231,0.037538889,0.487944444,0.000421901,0.1719,0.394444444,111.4169444,249542.2222,2.277777778,44,24384,"austropop, classic schlager, liedermacher"
Richard Thompson,Across A Crowded Room,6/8/1985,7,0.622777778,0.647888889,-10.00122222,0.032266667,0.370233333,0.024320149,0.164344444,0.7267,110.3498889,255000,4.555555556,44,36600,"alternative country, british folk, country rock, folk, folk rock, folk-pop, lilith, pub rock, roots rock, singer-songwriter, traditional folk"
Richard Thompson,Faithless,7/28/2004,7,0.481133333,0.4506,-16.57726667,0.060733333,0.666933333,0.000887396,0.6364,0.587806667,122.6257333,301231.9333,2.8,44,36600,"alternative country, british folk, country rock, folk, folk rock, folk-pop, lilith, pub rock, roots rock, singer-songwriter, traditional folk"
Robin Trower,What Lies Beneath,8/4/2009,7,0.501363636,0.601272727,-7.767909091,0.0326,0.346263636,0.124223818,0.168981818,0.3938,105.581,232727.3636,3.454545455,44,74420,"album rock, art rock, blues-rock, british blues, classic rock, electric blues, hard rock, modern blues, psychedelic rock, rock, southern rock, symphonic rock"
Robin Trower,Truce,1/1/1982,7,0.662222222,0.469555556,-14.26555556,0.079355556,0.172755556,0.023094831,0.134011111,0.754222222,117.592,217763,4.444444444,44,74420,"album rock, art rock, blues-rock, british blues, classic rock, electric blues, hard rock, modern blues, psychedelic rock, rock, southern rock, symphonic rock"
Marty Stuart,Let There Be Country,9/19/2000,7,0.5654,0.4842,-12.6568,0.03175,0.5536,0.04147875,0.17581,0.708,128.2418,191717.3,4.1,45,33976,"country, country rock, nashville sound, outlaw country, texas country, traditional country"
Renée Fleming,R. Strauss Four Last Songs (Deluxe Version),1/1/2008,7,0.205535294,0.096423529,-22.27811765,0.045629412,0.973058824,0.397244118,0.117258824,0.057852941,109.8945882,419492.4118,2.176470588,45,20768,"cabaret, classical soprano, opera, operatic pop"
Angelique Kidjo,Spirit Rising,2/21/2012,7,0.51075,0.7219375,-7.6730625,0.09383125,0.6555,0.001584154,0.8726875,0.449875,120.8780625,244943.375,2.625,46,33898,"afropop, mande pop, world"
Judy Collins,Born To The Breed: A Tribute To Judy Collins,10/14/2008,7,0.4972,0.317213333,-11.88306667,0.09386,0.705496,0.004876186,0.129846667,0.296966667,122.1588,248156.4,3,46,57756,"folk, folk rock, mellow gold, singer-songwriter, traditional folk"
Judy Collins,Live in Ireland,3/18/2014,7,0.35025,0.36125,-12.25783333,0.043933333,0.876416667,0.000578683,0.726583333,0.392333333,103.94525,245146.75,3.5,46,57756,"folk, folk rock, mellow gold, singer-songwriter, traditional folk"
Katherine Jenkins,Rejoice Deluxe Edition (UK Version),1/1/2007,7,0.311466667,0.4016,-9.046466667,0.036966667,0.939733333,0.001046362,0.213173333,0.16902,109.4436667,239133.2667,2.866666667,46,45127,operatic pop
Layzie Bone,Cleveland,10/17/2006,7,0.7012,0.71955,-6.82625,0.2544,0.16049,0,0.265185,0.61845,114.341,194428.75,2.05,46,49188,gangster rap
Conor Oberst,Outer South,1/1/2009,7,0.4610625,0.755375,-5.8248125,0.05053125,0.147195625,0.000587058,0.1495875,0.6625,114.7725,263075.0625,2.625,47,85170,"alternative country, anti-folk, chamber pop, folk-pop, indie folk, indie pop, indie rock, lo-fi, melancholia, modern rock, new americana, slow core, stomp and holler"
Peter Andre,Time,1/1/1998,7,0.711,0.557416667,-7.728833333,0.044958333,0.175590833,0.003919451,0.127425,0.557416667,115.2811667,256272.1667,2.083333333,47,20734,"bubblegum dance, europop"
Yolanda Adams,Christmas With Yolanda Adams,10/13/2000,7,0.4953,0.4651,-8.5135,0.04833,0.3535,3.44E-07,0.16542,0.2829,101.5102,236318.7,4.6,47,164431,gospel
Maino,K.O.B 3,10/8/2015,7,0.680176471,0.725647059,-5.382235294,0.311805882,0.383441176,3.27E-06,0.233229412,0.485376471,121.9695882,218636,2.294117647,48,84538,"dirty south rap, pop rap, rap, trap music"
Ringo Starr,Ringorama Limited Edition Deluxe Set,11/11/2003,7,0.496875,0.7158125,-6.5888125,0.04604375,0.110599938,0.00021738,0.2823875,0.6523125,114.6985,222008.3125,2.875,48,268633,"album rock, bubblegum pop, classic rock, folk rock, mellow gold, rock, soft rock"
Sammi Cheng,Sammix Dance Collection New Song + Greatest Hits,11/1/1995,7,0.691368421,0.867578947,-8.565789474,0.051663158,0.023813984,0.126760052,0.161415789,0.508052632,142.2294211,315908.8421,1.789473684,48,40591,"c-pop, cantopop, classic cantopop, mandopop"
Sammi Cheng,Sammi VS Sammi 04 Concert,10/19/2004,7,0.41065,0.4809,-13.27665,0.052795,0.663085,0.001761508,0.63615,0.3241,113.84015,233942.05,2.2,48,40591,"c-pop, cantopop, classic cantopop, mandopop"
Sammi Cheng,Sammi I Concert 99,11/1/1995,7,0.444421053,0.669684211,-5.873105263,0.057189474,0.348866684,0.036541,0.519157895,0.269721053,127.3842632,363604.8947,2.368421053,48,40591,"c-pop, cantopop, classic cantopop, mandopop"
Sammi Cheng,<U+611B><U+60C5><U+6545><U+4E8B>(<U+65B0><U+66F2>+<U+7CBE><U+9078>),11/1/1995,7,0.469214286,0.489285714,-7.8745,0.036307143,0.648785714,5.08E-07,0.173014286,0.250142857,118.077,287348.2143,3.5,48,40591,"c-pop, cantopop, classic cantopop, mandopop"
Tanya Tucker,In Concert,7/10/2007,7,0.57575,0.637625,-7.1516875,0.03561875,0.4613125,9.58E-06,0.6746875,0.5009375,114.082875,203901.6875,2.1875,48,171482,"contemporary country, country, country dawn, country gospel, country rock, nashville sound, outlaw country, traditional country"
Betty Wright,Fit For A King,5/15/2001,7,0.65975,0.514475,-9.1445625,0.127825,0.30471875,6.42E-06,0.1636875,0.5179375,115.06975,278705.8125,2.6875,49,75969,"classic soul, funk, motown, quiet storm, soul, southern soul"
McCoy Tyner,Horizon [Keepnews Collection],1/1/2007,7,0.308166667,0.637333333,-11.494,0.036866667,0.524,0.289983333,0.184283333,0.5135,119.2576667,510173.3333,6,49,45509,"avant-garde jazz, bebop, contemporary jazz, contemporary post-bop, cool jazz, hard bop, jazz, jazz funk, jazz fusion, jazz piano, soul jazz, stride"
McCoy Tyner,Manhattan Moods,8/1/1994,7,0.411666667,0.129801111,-22.79466667,0.0392,0.981111111,0.900777778,0.112133333,0.143122222,96.56544444,385525.3333,4.666666667,49,45509,"avant-garde jazz, bebop, contemporary jazz, contemporary post-bop, cool jazz, hard bop, jazz, jazz funk, jazz fusion, jazz piano, soul jazz, stride"
McCoy Tyner,Enlightenment,1/1/1973,7,0.322428571,0.604285714,-16.582,0.143371429,0.654857143,0.411286933,0.664714286,0.358314286,109.04,597017,5.142857143,49,45509,"avant-garde jazz, bebop, contemporary jazz, contemporary post-bop, cool jazz, hard bop, jazz, jazz funk, jazz fusion, jazz piano, soul jazz, stride"
McCoy Tyner,Priceless Jazz 27 : McCoy Tyner,1/1/1998,7,0.5159,0.3244,-17.4716,0.05659,0.7858,0.375781,0.16524,0.5736,125.4506,319906.7,3,49,45509,"avant-garde jazz, bebop, contemporary jazz, contemporary post-bop, cool jazz, hard bop, jazz, jazz funk, jazz fusion, jazz piano, soul jazz, stride"
Smokey Robinson,Touch The Sky,1/1/1983,7,0.64775,0.380833333,-11.66541667,0.032991667,0.4524,0.002342754,0.170425,0.583833333,114.0831667,260433.4167,3.416666667,49,334916,"classic soul, disco, funk, motown, quiet storm, soul, southern soul"
Smokey Robinson,Smokeys Family Robinson,2/10/1976,7,0.5305,0.529875,-9.93125,0.0518,0.601125,0.00754395,0.176125,0.495375,122.53875,269729.875,5,49,334916,"classic soul, disco, funk, motown, quiet storm, soul, southern soul"
Udo Lindenberg,Benjamin,10/15/1993,7,0.5568,0.5631,-12.0462,0.05186,0.276666,0.000450761,0.224,0.5506,127.9272,240354.6,4.1,49,103959,"german pop, german rock, liedermacher"
Billy Bragg,"Billy Bragg, Vol. 1",3/6/2006,7,0.50102,0.52442,-6.93384,0.040398,0.72938,0.027872287,0.18958,0.5817,114.35322,171931.84,0.34,50,73777,"alternative country, alternative rock, anti-folk, folk, folk punk, folk rock, folk-pop, permanent wave, roots rock, singer-songwriter, traditional folk"
Billy Bragg,Back to Basics,1/1/1987,7,0.464619048,0.470580952,-9.217285714,0.047890476,0.79152381,0.046892976,0.206647619,0.582095238,110.5110476,166510.3333,2.047619048,50,73777,"alternative country, alternative rock, anti-folk, folk, folk punk, folk rock, folk-pop, permanent wave, roots rock, singer-songwriter, traditional folk"
Burt Bacharach,Woman,1/1/1979,7,0.407625,0.324625,-12.595625,0.0390625,0.469375,0.177439984,0.203975,0.2019375,124.228375,317618.125,4.625,50,77098,"adult standards, brill building pop, easy listening, lounge"
Burt Bacharach,Live In Japan,1/1/1974,7,0.433533333,0.506733333,-10.85593333,0.084893333,0.5394,0.258055067,0.753733333,0.395666667,104.5509333,196145,3.066666667,50,77098,"adult standards, brill building pop, easy listening, lounge"
"Harry Connick, Jr.",What A Night! A Christmas Album,10/31/2008,7,0.5420625,0.24609375,-13.477125,0.0596,0.5929375,0.136789848,0.115975,0.4181875,117.686125,229027.4375,3.125,50,167289,"adult standards, christmas, lounge, vocal jazz"
Howard Jones,Perform.00,1/1/2000,7,0.547071429,0.7045,-6.936571429,0.041264286,0.122243071,0.033095796,0.181842857,0.5216,120.3433571,307563,3.285714286,50,102821,"dance rock, mellow gold, new romantic, new wave, new wave pop, soft rock, synthpop"
Markus Schulz,"Do You Dream? ""The Remixes""",5/27/2011,7,0.6481875,0.67540625,-8.6615625,0.054059375,0.005844531,0.673896875,0.185640625,0.265928125,133.937625,457177.8125,1.0625,50,153151,"big room, edm, progressive house, progressive trance, trance, uplifting trance"
Peter Maffay,Frei sein,4/15/1993,7,0.510166667,0.519111111,-12.01638889,0.035955556,0.336771667,0.001015419,0.196366667,0.602388889,123.0617778,251554.0556,2.111111111,50,72230,"classic schlager, german pop, german rock, liedermacher, schlager"
Roland Kaiser,Seine Hits - Gestern und Heute,12/17/2010,7,0.61232,0.8582,-5.01916,0.033028,0.1646388,0.004841602,0.250648,0.71368,112.06036,231979.08,1.44,50,51948,"classic schlager, discofox, german pop, schlager"
Youssou N'Dour,Rokku Mi Rokka (Give and Take),10/29/2007,7,0.735,0.818153846,-5.424230769,0.076053846,0.228707692,0.074843524,0.186238462,0.669615385,111.3701538,264858.5385,3.538461538,50,52432,"afropop, mande pop, mbalax, world"
Johnny Mathis,Live,1/1/1984,7,0.392333333,0.45775,-14.012,0.111858333,0.715916667,0.001042655,0.797083333,0.27665,107.5016667,218302.25,3.416666667,51,102378,"adult standards, brill building pop, christmas, easy listening, lounge, mellow gold, operatic pop, vocal jazz"
Johnny Mathis,Sending You a Little Christmas,10/25/2013,7,0.45975,0.368833333,-10.22108333,0.031366667,0.721666667,0.000115217,0.115291667,0.282666667,94.15475,217671.0833,3.25,51,102378,"adult standards, brill building pop, christmas, easy listening, lounge, mellow gold, operatic pop, vocal jazz"
Johnny Mathis,Live It Up!,1/1/1962,7,0.44525,0.617,-8.271833333,0.057,0.7735,0,0.218025,0.588833333,105.9255833,188484.5,2.083333333,51,102378,"adult standards, brill building pop, christmas, easy listening, lounge, mellow gold, operatic pop, vocal jazz"
Stephen Stills,"New York City, 1979",9/18/2015,7,0.317181818,0.662818182,-14.65263636,0.112954545,0.415413636,0.247600223,0.711409091,0.520636364,131.7915455,433093.9545,1.772727273,51,79203,"album rock, art rock, blues-rock, classic rock, country rock, folk, folk rock, mellow gold, psychedelic rock, rock, roots rock, singer-songwriter, soft rock, southern rock, traditional folk"
Todd Rundgren,Utopia:live@fox 73,7/24/2015,7,0.340666667,0.651666667,-9.991,0.065833333,0.022468978,0.065204867,0.683777778,0.492888889,124.0263333,333637,4.444444444,51,90867,"album rock, art rock, classic rock, folk rock, mellow gold, power pop, psychedelic rock, rock, roots rock, soft rock, symphonic rock, zolo"
Todd Rundgren,State,4/8/2013,7,0.5183,0.614,-11.0089,0.06535,0.1581684,0.076097,0.1109,0.30491,118.0503,311213.2,4.1,51,90867,"album rock, art rock, classic rock, folk rock, mellow gold, power pop, psychedelic rock, rock, roots rock, soft rock, symphonic rock, zolo"
Andrea Berg,Atlantis,9/6/2013,7,0.624423077,0.825846154,-4.112730769,0.037403846,0.242730769,2.28E-07,0.199403846,0.609153846,120.5478462,210193.8846,1.423076923,52,98776,"classic schlager, discofox, schlager"
DJ Bobo,Circus - Instrumental,1/10/2014,7,0.65275,0.604083333,-11.542,0.04045,0.091037333,0.77575,0.122316667,0.458025,118.8435833,199508.8333,3.583333333,52,56180,"bubblegum dance, eurodance, europop, hip house"
DJ Bobo,The Hits Live & Remixes,6/14/2013,7,0.645636364,0.886272727,-7.714363636,0.070309091,0.041913727,0.294391636,0.315681818,0.620272727,134.0729091,326291,3.818181818,52,56180,"bubblegum dance, eurodance, europop, hip house"
Franco Battiato,Foetus,7/1/2000,7,0.357125,0.3059875,-16.6145,0.0507125,0.51125,0.3995875,0.201525,0.0988625,119.870375,227349.875,5.25,52,143086,"classic italian pop, experimental, italian pop"
Natalie Grant,Hurricane,11/22/2013,7,0.5673,0.62478,-6.424,0.03945,0.323359,4.90E-06,0.12123,0.3503,114.4947,242897.3,2.6,52,179484,"ccm, christian alternative rock, christian music, christian rock, worship"
Neil Sedaka,Waking Up Is Hard To Do,1/1/2009,7,0.657,0.780272727,-5.395909091,0.097527273,0.687545455,0.00012936,0.137272727,0.780454545,142.8629091,166394,3.545454545,52,115586,"adult standards, brill building pop, bubblegum pop, christmas, doo-wop, folk rock, lounge, mellow gold, merseybeat, rock-and-roll, rockabilly"
Buddy Guy,Blues Singer,6/11/2003,7,0.668166667,0.208483333,-13.42016667,0.057758333,0.712,0.021596417,0.138708333,0.382666667,99.71475,245768.8333,3.583333333,53,410954,"blues, blues-rock, chicago blues, classic rock, country blues, electric blues, modern blues, soul blues, southern rock, traditional blues"
Caro Emerald,Deleted Scenes from the Cutting Room Floor (Acoustic Sessions),12/30/2016,7,0.7405,0.361125,-10.14475,0.105575,0.488625,1.98E-07,0.13955,0.61,119.340375,195610,4.75,53,191460,"dutch pop, electro swing, nu jazz"
Elvis Costello,When I Was Cruel,4/7/2002,7,0.6391875,0.5995,-6.993375,0.065625,0.203983649,0.002165263,0.1834,0.609875,127.823625,247343.5,3,53,200566,"art rock, dance rock, folk, folk rock, mellow gold, new wave pop, permanent wave, power pop, pub rock, rock, roots rock, singer-songwriter"
Engelbert Humperdinck,Its All In The Game,1/1/2001,7,0.580277778,0.636222222,-6.925555556,0.038688889,0.356261111,0.001565791,0.3325,0.548444444,122.3452222,232866.0556,2.166666667,53,86502,"adult standards, christmas"
